ÐòºÅ,ZM1,í²M1,ZX,í²X,ZM2,í²M2,M2/M1,Cu plat,C black,Cu mesh,GC,C paper,Ti,e-DEP,HT,RED,DEP,wire,block,DEN,coral,particle,HEX,size,CONC,V,FE
629,47,1.93,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.6,21.72
630,47,1.93,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.5,16.19
631,46,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-1,45.93
632,46,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.9,54.92
633,46,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.8,47.59
634,46,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.7,45.37
635,46,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.6,41.61
636,46,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.5,26.14
637,46,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-1,41.61
638,46,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.9,42.29
639,46,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.8,35.75
640,46,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.7,31.8
641,46,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.6,19.47
642,46,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.5,11.09
643,44,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-1,35.15
644,44,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.9,40.44
645,44,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.8,50.35
646,44,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.7,40.3
647,44,2.2,14,1.9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,150,0.5,-0.6,21.92
648,44,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-1,32.01
649,44,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.9,37.56
650,44,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.8,42.6
651,44,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.7,33.14
652,44,2.2,6,2.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50,0.5,-0.6,12.36
653,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-1.15644,89.16521
654,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-1.05678,89.27229
655,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.95713,99.07047
656,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.85597,95.26899
657,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.75707,90.53053
658,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.65666,71.89793
659,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.557,36.45317
660,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.45735,21.70237
661,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.35694,20.68507
662,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,0.1,-0.25729,16.42849
663,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-1.15644,75.00337
664,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-1.05603,77.30567
665,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.95543,81.10715
666,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.85747,87.90697
667,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.75707,68.09646
668,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.65741,43.57425
669,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.557,26.44083
670,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.4566,17.23162
671,47,1.93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,100,0.1,-0.35694,13.64431
